,gender,year,cgpa,university_name,Critical Thinking,Problem Solving,Team Work,Communication Skill,Software Engineering Principal,Data Structure & Algorithm,Database Management,Data Analysis skill,Web Developing Skill,Understanding of computer architecture & System,Understanding Operating System,Networking Concept,Cyber Security Skill,Machine Learning Skill,Robotics Skill,Research Skill,publication,project,Influencing Factor,Prefer Job
0,1,4,3.84,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,3,3,2,3,3,2,2,3,1,1,0,0,1,0,2,1,2,"Social Acceptance,Job Security","Software Development,Teaching"
1,0,4,2.5,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,flaxible Work Life Balanced,Teaching
2,0,4,3.34,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,0,2,"Salary,Job Environment",Software Development
3,0,4,3.78,United International University (UIU),2,3,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,1,"Salary,Job Environment",Software Development
4,0,4,3.0,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,3,3,2,2,2,3,3,3,2,2,3,3,1,1,1,0,5,"Salary,Job Environment",Software Development
5,0,3,3.3,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),0,3,3,3,2,2,3,3,3,1,3,3,3,3,3,3,0,3,flaxible Work Life Balanced,Software Development
6,1,4,3.3,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,3,3,2,2,3,2,2,2,1,1,1,1,2,1,1,0,4,"Job Environment,Salary",Software Development
7,0,3,3.1,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,2,1,1,2,2,2,3,1,2,2,2,2,3,1,1,0,2,Salary,"ML/AI Engineer,Abroad"
8,0,4,3.91,"Independent University, Bangladesh (IUB)",2,3,2,2,2,2,2,3,2,1,1,1,1,2,1,0,0,2,"Job Environment,Salary",Data Analysis
9,0,4,3.25,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,3,2,2,2,2,3,2,3,2,2,2,1,1,0,0,0,5,"Job Environment,Social Acceptance",Database Administration
10,0,4,1.0,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,flaxible Work Life Balanced,Business
11,0,3,3.59,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,1,2,2,1,2,2,2,2,2,3,2,1,1,1,2,0,0,Social Acceptance,Software Development
12,0,4,2.87,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,1,2,2,1,1,1,1,1,0,1,2,1,1,1,1,1,3,flaxible Work Life Balanced,BCS
13,0,3,3.0,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,0,0,flaxible Work Life Balanced,Bank Job
14,0,3,3.04,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,0,4,Job Security,Software Development
15,0,4,3.7,United International University (UIU),2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,0,1,Social Acceptance,Teaching
16,1,4,3.2,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,1,2,2,1,1,1,0,1,0,0,1,0,1,0,0,0,1,flaxible Work Life Balanced,Other
17,0,4,3.02,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,0,1,"Salary,Job Environment",Software Development
18,0,4,3.27,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,3,3,3,3,3,3,1,3,1,1,2,1,1,1,1,0,3,"Social Acceptance,Salary","Software Development,Database Administration,Govt Job"
19,1,4,3.6,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,3,3,2,3,3,2,3,3,1,1,2,1,2,1,1,0,4,Salary,"Software Development,Data Analysis,ML/AI Engineer"
20,0,4,3.09,United International University (UIU),3,3,3,3,3,2,2,1,3,2,2,3,2,1,1,1,0,1,"Job Environment,Salary","Software Development,Cyber Security"
21,0,4,3.0,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,0,0,4,Salary,Software Development
22,0,2,3.78,United International University (UIU),2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,2,"Job Security,Job Environment,flaxible Work Life Balanced","Software Development,Data Analysis,ML/AI Engineer,Teaching,Abroad"
23,0,4,3.01,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,3,3,3,3,3,2,3,3,1,2,2,1,1,1,2,1,4,"Job Environment,Salary","Software Development,Abroad"
24,0,4,2.8,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,3,3,3,2,3,2,2,1,1,1,1,1,2,1,1,1,2,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer,Teaching"
25,0,3,2.9,United International University (UIU),2,3,3,3,3,2,3,2,3,2,2,1,1,1,1,1,1,5,Social Acceptance,Software Development
26,1,1,3.3244034707158354,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,"Job Security,flaxible Work Life Balanced",Govt Job
27,0,4,3.66,Mawlana Bhashani Science & Technology University (MBSTU),3,3,3,3,3,3,2,2,3,2,1,3,2,2,1,1,0,3,Job Environment,"Software Development,Cyber Security"
28,0,1,3.21,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,2,2,1,1,2,1,0,2,1,1,0,1,1,1,0,0,1,"Social Acceptance,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Teaching,Business"
29,0,2,3.66,American International University-Bangladesh (AIUB),2,2,2,1,2,2,2,1,3,2,1,1,1,1,1,0,0,3,"Job Environment,Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer,Researcher,Abroad"
30,1,3,3.3244034707158354,American International University-Bangladesh (AIUB),2,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,"Social Acceptance,Job Security","BCS,Govt Job"
31,0,4,3.0,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,0,5,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","ML/AI Engineer,Teaching,Bank Job,BCS"
32,1,1,3.13,United International University (UIU),1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Salary,Software Development
33,1,1,3.61,Daffodil International University (DIU),1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salary,Other
34,0,2,3.65,United International University (UIU),2,2,3,2,2,2,2,2,2,1,1,3,1,1,1,0,0,5,"Social Acceptance,Job Environment,Salary",Software Development
35,1,4,3.21,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,3,2,3,3,3,2,3,3,1,1,1,1,1,1,1,0,3,"Job Environment,Salary","Software Development,Data Analysis"
36,0,3,3.5,United International University (UIU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Factor,Other
37,0,3,3.5,United International University (UIU),2,2,2,1,1,2,2,1,1,1,1,1,1,0,0,0,0,3,"Job Environment,Salary,flaxible Work Life Balanced","Software Development,Management,Business"
38,0,1,0.0,United International University (UIU),2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Salary,Software Development
39,0,3,3.37,United International University (UIU),2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,0,1,"Social Acceptance,Job Environment,Salary","Software Development,Networking"
40,1,1,4.0,United International University (UIU),1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,"Job Security,Job Environment","Cyber Security,Abroad"
41,0,3,3.47,United International University (UIU),1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,1,Salary,Networking
42,1,4,3.96,United International University (UIU),3,3,3,3,2,2,2,3,2,2,2,1,1,3,1,2,1,5,"Job Security,Job Environment,Salary,flaxible Work Life Balanced","Data Analysis,ML/AI Engineer,Teaching,Researcher,Abroad"
43,1,2,3.67,United International University (UIU),2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,0,0,flaxible Work Life Balanced,Software Development
44,0,4,3.3,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,0,1,Salary,Software Development
45,0,4,3.41,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,3,3,2,2,2,2,2,2,1,2,1,0,2,1,2,2,5,Other Factor,Other
46,1,2,2.83,United International University (UIU),2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,"Job Security,Job Environment,flaxible Work Life Balanced","Cyber Security,Business,Abroad"
47,0,2,2.98,"Independent University, Bangladesh (IUB)",1,2,3,2,1,2,1,3,1,1,1,1,2,2,0,2,1,1,"Job Security,Job Environment","Software Development,Cyber Security,Data Analysis,Management"
48,0,3,3.01,"Independent University, Bangladesh (IUB)",1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,"Social Acceptance,Job Security","Software Development,Networking,Cyber Security,Data Analysis"
49,0,2,3.16,American International University-Bangladesh (AIUB),1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,"Social Acceptance,Job Security","Software Development,Cyber Security,Data Analysis"
50,0,4,2.92,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,3,2,3,2,2,2,2,2,1,2,1,1,1,1,2,2,2,Social Acceptance,Software Development
51,0,4,3.22,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,flaxible Work Life Balanced,Abroad
52,1,1,1.6,United International University (UIU),2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,"Job Environment,Salary",ML/AI Engineer
53,0,4,3.4,Comilla University (CoU),2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,"Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer"
54,0,4,3.55,Faridpur Engineering College,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,"Salary,flaxible Work Life Balanced","Software Development,Teaching,Govt Job"
55,0,2,3.33,United International University (UIU),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,Salary,Software Development
56,0,4,3.33,Faridpur Engineering College,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,0,2,Other Factor,"Software Development,Data Analysis"
57,0,2,3.17,Comilla University (CoU),2,2,2,2,1,1,1,1,2,1,2,1,1,0,1,1,0,1,Social Acceptance,"Bank Job,Govt Job"
58,0,4,3.57,Comilla University (CoU),2,3,3,3,3,3,2,1,2,1,2,1,1,1,1,1,0,6,"Salary,Job Environment",Software Development
59,1,2,3.79,Comilla University (CoU),3,2,3,3,1,2,1,1,1,2,1,1,1,1,1,1,0,0,Salary,Researcher
60,1,2,3.52,Comilla University (CoU),2,2,2,1,1,3,3,2,2,2,1,1,1,1,1,1,0,1,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Teaching"
61,1,1,3.59,Comilla University (CoU),2,2,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,"Job Environment,Salary,flaxible Work Life Balanced","Teaching,Abroad"
62,1,1,3.6,Comilla University (CoU),1,1,2,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,"Salary,flaxible Work Life Balanced",Business
63,0,3,3.54,Comilla University (CoU),2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,0,0,Social Acceptance,"Software Development,Data Analysis,ML/AI Engineer,Abroad"
64,1,1,3.47,Comilla University (CoU),1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"Job Environment,Salary",Software Development
65,1,2,3.5,Comilla University (CoU),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Salary,flaxible Work Life Balanced",Business
66,0,4,3.2,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,4,Job Environment,Software Development
67,0,2,3.64,Comilla University (CoU),2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,0,0,2,"Job Environment,Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security,Researcher"
68,0,4,3.7,Comilla University (CoU),2,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,0,3,"Social Acceptance,Job Environment",Abroad
69,0,4,3.3,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,1,2,1,2,2,2,1,1,1,1,1,0,1,1,0,0,3,"Job Security,Social Acceptance",Govt Job
70,1,2,3.84,Comilla University (CoU),2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,0,2,Job Security,Software Development
71,0,2,3.08,American International University-Bangladesh (AIUB),1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,0,1,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security,Data Analysis"
72,0,2,3.25,American International University-Bangladesh (AIUB),2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,3,Job Environment,Abroad
73,0,2,3.56,American International University-Bangladesh (AIUB),2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,10,"Job Environment,Salary,flaxible Work Life Balanced",Software Development
74,0,2,3.0,American International University-Bangladesh (AIUB),2,3,3,2,2,2,2,2,1,1,2,1,1,1,1,0,0,3,Job Security,Other
75,0,2,3.2,American International University-Bangladesh (AIUB),1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,4,Other Factor,Other
76,0,2,3.4,American International University-Bangladesh (AIUB),3,2,3,3,2,2,2,2,1,1,1,1,0,1,0,0,0,1,"Salary,flaxible Work Life Balanced",Management
77,0,4,2.88,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,3,2,2,2,3,2,2,2,2,3,1,1,1,1,1,0,2,"Salary,Job Environment",Software Development
78,0,4,3.73,Daffodil International University (DIU),2,2,2,3,2,3,3,1,3,1,1,1,1,1,1,1,0,2,"Salary,Job Environment",Software Development
79,0,2,3.65,American International University-Bangladesh (AIUB),1,3,2,3,2,2,2,1,3,1,0,2,2,1,1,0,0,2,"Job Security,Job Environment,Salary","Software Development,Cyber Security"
80,0,2,3.55,American International University-Bangladesh (AIUB),1,2,2,2,1,1,2,2,2,1,2,1,1,0,1,2,1,2,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security,Data Analysis"
81,0,2,3.22,American International University-Bangladesh (AIUB),1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,3,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security,Data Analysis"
82,0,2,3.3244034707158354,American International University-Bangladesh (AIUB),2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,0,0,0,Other Factor,Other
83,0,4,3.2,"Bangabandhu Sheikh Mujibur Rahman Science & Technology University, Pirojpur (BSMRSTUP)",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,Other Factor,Other
84,0,4,3.15,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,3,3,1,2,3,3,2,2,2,3,2,2,1,2,2,0,4,"Job Security,Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security"
85,0,2,3.0,American International University-Bangladesh (AIUB),2,2,3,3,1,2,2,1,2,1,1,1,1,1,1,1,1,2,"Job Environment,Salary","Software Development,Other"
86,0,1,3.91,Port City International University (PCIU),2,2,3,2,1,2,2,0,2,1,1,1,1,0,0,0,0,2,"Job Environment,Salary","Software Development,ML/AI Engineer,Gaming"
87,0,4,3.63,"Bangabandhu Sheikh Mujibur Rahman Science & Technology University, Pirojpur (BSMRSTUP)",1,3,3,2,2,2,2,2,3,2,2,2,2,1,1,1,0,5,"Salary,Job Environment",Software Development
88,0,1,3.3244034707158354,Northern University Bangladesh (NUB),1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,2,"Job Environment,Salary","Networking,Cyber Security"
89,0,4,3.67,United International University (UIU),3,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,0,5,"Social Acceptance,Job Environment,Salary","Software Development,Data Analysis"
90,0,1,3.15,American International University-Bangladesh (AIUB),2,1,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,"Job Environment,Salary","Software Development,Database Administration,Management"
91,0,4,3.41,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,2,3,2,3,2,3,2,3,2,3,3,3,2,2,2,0,7,"Job Security,Job Environment,Salary","Software Development,Data Analysis"
92,0,3,3.52,Rajshahi University of Engineering & Technology (RUET),2,2,3,3,2,2,2,2,1,3,2,3,2,2,2,2,1,2,"Social Acceptance,Job Security,Salary","Software Development,Cyber Security,Abroad"
93,0,3,3.54,Rajshahi University of Engineering & Technology (RUET),2,1,2,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer,Researcher,Abroad"
94,0,3,3.32,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,2,2,2,1,2,1,1,0,1,1,1,1,1,1,1,0,2,Salary,Software Development
95,0,3,3.7,Hajee Mohammad Danesh Science & Technology University (HMDSTU),3,3,2,2,2,2,2,1,1,2,2,1,1,1,1,1,0,2,"Social Acceptance,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Abroad"
96,0,3,3.69,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,2,Salary,Teaching
97,0,3,3.0,Hajee Mohammad Danesh Science & Technology University (HMDSTU),1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,2,"Job Security,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
98,0,3,3.0,Hajee Mohammad Danesh Science & Technology University (HMDSTU),1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,0,4,"Social Acceptance,Job Environment",Software Development
99,0,1,3.62,International University of Business Agriculture & Technology (IUBAT),2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Job Environment,Salary",Cyber Security
100,1,2,2.93,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,flaxible Work Life Balanced,Other
101,0,4,3.25,International Islamic University Chittagong (IIUC),2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,3,"Social Acceptance,Job Environment","Software Development,Teaching"
102,0,3,3.48,Hajee Mohammad Danesh Science & Technology University (HMDSTU),1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,Job Environment,Teaching
103,0,4,3.0,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,0,3,Social Acceptance,Govt Job
104,0,4,3.81,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,1,2,2,2,1,1,2,2,0,0,0,1,1,0,0,0,2,Job Environment,Teaching
105,0,4,3.25,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),3,3,3,2,3,3,2,2,3,2,2,2,2,2,2,1,0,4,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer"
106,0,4,3.3,Mawlana Bhashani Science & Technology University (MBSTU),1,3,3,3,3,3,3,2,3,1,2,2,1,1,1,1,0,4,"Social Acceptance,Job Environment,Salary",Software Development
107,1,4,3.51,Mawlana Bhashani Science & Technology University (MBSTU),2,2,3,2,2,2,2,1,2,1,1,2,1,1,0,1,0,2,Salary,Software Development
108,0,4,3.48,Mymensingh Engineering College ,2,1,2,0,0,2,1,2,2,0,0,0,0,1,0,0,0,2,"Job Security,Social Acceptance",Govt Job
109,0,4,3.48,University of Dhaka (DU),2,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,0,3,"Job Security,Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
