,gender,year,cgpa,university_name,Critical Thinking,Problem Solving,Team Work,Communication Skill,Software Engineering Principal,Data Structure & Algorithm,Database Management,Data Analysis skill,Web Developing Skill,Understanding of computer architecture & System,Understanding Operating System,Networking Concept,Cyber Security Skill,Machine Learning Skill,Robotics Skill,Research Skill,publication,project,Influencing Factor,Prefer Job
221,0,4,3.26,American International University-Bangladesh (AIUB),2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,3,Job Environment,Abroad
222,0,4,3.56,American International University-Bangladesh (AIUB),2,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,0,1,"Salary,Job Environment",Software Development
223,0,4,3.0,University of Rajshahi (RU),2,3,3,2,2,2,2,2,1,1,2,1,1,1,1,1,0,3,Job Security,Other
224,0,4,3.2,American International University-Bangladesh (AIUB),1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,4,Other Factor,Other
225,0,4,3.4,American International University-Bangladesh (AIUB),3,2,3,3,2,2,2,2,2,2,1,1,0,1,1,1,0,1,"Salary,flaxible Work Life Balanced",Management
226,0,4,2.88,Jahangirnagar University (JU),1,3,2,2,1,2,2,2,2,2,3,1,1,1,1,1,0,2,Social Acceptance,Software Development
227,0,4,3.71,Khulna University (KU),2,2,2,3,3,3,3,1,3,1,1,1,1,1,1,1,0,2,"Social Acceptance,Job Environment,Salary",Software Development
228,0,4,3.66,American International University-Bangladesh (AIUB),1,3,3,3,3,2,2,1,1,1,0,2,2,2,1,1,0,2,"Job Security,Job Environment,Salary","Software Development,Cyber Security"
229,0,4,3.57,American International University-Bangladesh (AIUB),1,2,2,2,1,1,2,3,2,1,2,1,1,0,1,1,2,2,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security,Data Analysis"
230,0,4,3.27,American International University-Bangladesh (AIUB),1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,3,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security,Data Analysis"
231,0,4,3.33,American International University-Bangladesh (AIUB),2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,0,0,0,Other Factor,Other
232,0,4,3.2,Jahangirnagar University (JU),1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,3,Other Factor,Other
233,0,4,3.15,Daffodil International University (DIU),3,3,3,1,2,3,3,2,2,2,3,2,2,1,2,2,0,4,"Salary,Job Environment","Software Development,Networking,Cyber Security"
234,0,4,3.0,American International University-Bangladesh (AIUB),2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,"Salary,Job Environment","Software Development,Other"
235,0,4,3.91,Port City International University (PCIU),2,2,3,2,2,2,2,2,3,2,2,1,2,3,2,3,0,4,"Social Acceptance,Salary,Job Environment","Software Development,ML/AI Engineer,Gaming"
236,0,4,3.63,Daffodil International University (DIU),1,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,0,2,"Salary,Job Environment",Software Development
237,0,4,3.16,Northern University Bangladesh (NUB),1,2,1,2,1,1,2,3,1,1,2,1,2,2,1,2,2,2,"Social Acceptance,Job Security,Job Environment","Networking,Cyber Security"
238,1,4,3.3,United International University (UIU),3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"Social Acceptance,Job Security,flaxible Work Life Balanced","Bank Job,BCS,Business,Govt Job"
239,0,4,3.15,American International University-Bangladesh (AIUB),2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,flaxible Work Life Balanced,"Software Development,Database Administration,Management"
240,0,4,3.41,Daffodil International University (DIU),3,2,3,2,3,2,3,2,3,2,3,3,3,2,2,2,0,3,"Job Security,Job Environment,Salary","Software Development,Data Analysis"
241,1,3,3.52,Rajshahi University of Engineering & Technology (RUET),2,2,3,3,2,2,2,2,1,1,2,3,2,2,2,2,1,2,"Job Environment,Salary","Software Development,Cyber Security,Abroad"
242,0,3,3.54,Rajshahi University of Engineering & Technology (RUET),3,3,2,1,2,2,1,3,3,1,1,1,1,2,1,0,0,2,"Social Acceptance,Job Environment,Salary","Software Development,ML/AI Engineer,Abroad"
243,0,3,3.32,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,2,2,2,1,2,1,1,0,1,1,1,1,1,1,1,0,2,"Salary,Job Security",Software Development
244,0,3,3.71,Hajee Mohammad Danesh Science & Technology University (HMDSTU),3,3,2,2,2,2,2,1,1,2,2,1,1,1,1,1,0,2,"Social Acceptance,Job Environment,Salary","Software Development,Abroad"
245,0,3,3.69,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,2,Salary,Teaching
246,0,3,3.25,Hajee Mohammad Danesh Science & Technology University (HMDSTU),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
247,0,3,3.0,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,0,4,"Social Acceptance,Job Environment",Software Development
248,1,4,3.62,International University of Business Agriculture & Technology (IUBAT),2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Job Security,Cyber Security
249,1,4,2.93,Daffodil International University (DIU),1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,flaxible Work Life Balanced,Other
250,0,4,3.26,International Islamic University Chittagong (IIUC),2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,0,3,"Social Acceptance,Job Environment","Software Development,Teaching,Govt Job"
251,0,3,3.48,Hajee Mohammad Danesh Science & Technology University (HMDSTU),1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,Job Environment,Teaching
252,1,4,3.66,Khulna University (KU),2,2,2,1,2,2,2,3,3,1,1,1,0,2,0,0,1,5,"Job Environment,Salary","Software Development,Data Analysis,ML/AI Engineer"
253,0,4,3.11,Khulna University (KU),3,2,2,1,1,2,1,2,3,1,1,0,0,1,0,0,0,2,"Salary,flaxible Work Life Balanced","Software Development,BCS"
254,1,4,3.8,Noakhali Science & Technology University (NSTU),3,2,3,3,2,2,2,2,2,1,1,1,1,1,0,1,1,3,"Job Security,flaxible Work Life Balanced","Teaching,Researcher"
255,0,4,3.2,East West University (EWU),3,2,3,2,2,2,2,3,1,1,1,3,2,2,1,1,0,5,"Job Environment,Salary","Networking,Cyber Security,ML/AI Engineer"
256,1,3,2.93,Khulna University (KU),1,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,Job Security,"Bank Job,BCS,Govt Job"
257,0,4,3.35,Shahjalal University of Science & Technology (SUST),3,2,3,2,2,2,2,1,2,1,1,2,1,1,3,2,1,5,Salary,"Software Development,Database Administration,ML/AI Engineer"
258,0,4,3.66,Shahjalal University of Science & Technology (SUST),3,2,3,3,2,2,2,2,1,2,2,2,1,2,0,2,2,4,"Job Environment,Salary","Networking,Researcher,Abroad"
259,0,4,2.56,Shahjalal University of Science & Technology (SUST),3,3,2,2,3,3,2,1,3,0,1,1,0,1,0,2,1,1,"Social Acceptance,Job Environment,Salary",Software Development
260,0,4,3.66,Shahjalal University of Science & Technology (SUST),2,2,3,3,2,2,1,2,1,0,2,3,0,2,0,1,0,5,"Job Environment,Salary","Software Development,ML/AI Engineer"
261,1,4,3.0,Shahjalal University of Science & Technology (SUST),1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,flaxible Work Life Balanced,"Bank Job,BCS,Govt Job"
262,0,4,3.07,Shahjalal University of Science & Technology (SUST),1,2,3,2,3,2,2,1,1,2,2,3,2,1,0,0,0,4,"Job Environment,Salary",Software Development
263,0,4,3.66,Shahjalal University of Science & Technology (SUST),2,1,3,3,2,2,1,2,1,2,2,3,2,1,2,0,0,4,"Job Environment,Salary","Software Development,ML/AI Engineer"
264,0,4,3.56,"Islamic University, Bangladesh (IU)",3,3,3,2,3,3,3,2,3,2,2,1,1,1,1,1,0,3,Salary,"Software Development,Database Administration"
265,0,4,3.88,"Islamic University, Bangladesh (IU)",3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3,3,1,Job Security,"Teaching,Bank Job"
266,1,4,3.9,"Islamic University, Bangladesh (IU)",3,3,2,3,2,2,2,1,2,2,2,2,1,1,1,3,3,1,Job Security,"Teaching,Bank Job"
267,0,4,2.95,"Islamic University, Bangladesh (IU)",3,3,3,2,3,3,1,1,3,2,3,1,1,1,1,1,0,4,"Job Environment,Salary","Software Development,Database Administration"
268,0,4,3.0,Shahjalal University of Science & Technology (SUST),3,3,3,2,3,3,3,2,3,3,3,3,2,1,1,1,0,5,"Job Environment,Salary","Software Development,Networking"
269,0,4,3.23,Shahjalal University of Science & Technology (SUST),3,2,2,2,2,3,2,3,1,1,1,2,1,3,0,1,0,4,"Job Environment,Salary","Data Analysis,ML/AI Engineer"
270,1,4,2.98,University of Chittagong (CU),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
271,0,4,3.78,Shahjalal University of Science & Technology (SUST),2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,0,4,"Social Acceptance,Job Environment",Software Development
272,0,4,2.91,University of Chittagong (CU),2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Job Security,Cyber Security
273,0,4,3.33,Jahangirnagar University (JU),1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,flaxible Work Life Balanced,Other
274,0,4,3.22,Noakhali Science & Technology University (NSTU),2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,0,3,"Social Acceptance,Job Environment","Software Development,Teaching,Govt Job"
275,0,4,3.44,Khulna University (KU),1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,Job Environment,Teaching
276,0,4,3.82,Khulna University (KU),2,2,2,1,2,2,2,3,3,1,1,1,0,2,0,0,1,5,"Job Environment,Salary","Software Development,Data Analysis,ML/AI Engineer"
277,1,4,3.2,Khulna University (KU),3,2,2,1,1,2,1,2,3,1,1,0,0,1,0,0,0,2,"Salary,flaxible Work Life Balanced","Software Development,BCS"
278,0,4,3.75,Khulna University (KU),3,2,3,3,1,2,2,2,2,2,2,1,1,1,1,1,1,3,"Job Security,flaxible Work Life Balanced","Teaching,Researcher"
279,1,4,3.23,Khulna University (KU),3,2,3,2,2,2,2,3,1,1,1,3,2,2,1,1,0,5,"Job Environment,Salary","Networking,Cyber Security,ML/AI Engineer"
280,0,4,3.71,Khulna University (KU),1,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,Job Security,"Bank Job,BCS,Govt Job"
281,0,4,3.13,Khulna University (KU),3,2,3,2,2,2,2,1,2,1,1,2,1,1,3,2,1,5,Salary,"Software Development,Database Administration,ML/AI Engineer"
282,0,4,2.93,Khulna University (KU),3,2,3,3,2,2,2,2,1,2,2,2,1,2,0,2,2,4,"Job Environment,Salary","Networking,Researcher,Abroad"
283,0,4,3.01,Shahjalal University of Science & Technology (SUST),3,3,2,2,3,3,2,1,3,0,1,1,0,1,0,2,1,1,"Social Acceptance,Job Environment,Salary",Software Development
284,0,4,3.0,"Islamic University, Bangladesh (IU)",2,2,3,3,2,2,1,2,1,0,2,3,0,2,0,1,0,5,"Job Environment,Salary","Software Development,ML/AI Engineer"
285,1,3,3.1,Shahjalal University of Science & Technology (SUST),3,3,3,3,3,0,2,3,2,2,2,1,1,3,1,1,0,3,Job Environment,"Data Analysis,ML/AI Engineer"
286,0,4,2.9,Bangabandhu Sheikh Mujibur Rahman Science & Technology University (BSMRSTU),1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,0,4,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Management,Teaching"
287,0,3,3.25,University of Rajshahi (RU),2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,0,3,"Job Environment,Salary","Software Development,Data Analysis,UI/UX Designing,Gaming"
288,0,3,3.5,University of Rajshahi (RU),3,3,2,2,2,3,3,2,3,2,1,2,2,2,1,1,1,3,"Social Acceptance,Job Security,Job Environment,Salary","Software Development,Networking,Cyber Security,Database Administration,Data Analysis,ML/AI Engineer"
289,0,3,3.75,University of Chittagong (CU),3,3,3,3,2,2,3,3,1,1,2,1,1,2,2,2,1,2,"Job Security,Job Environment","Database Administration,Teaching,Researcher"
290,0,2,3.15,"Islamic University, Bangladesh (IU)",1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,0,0,2,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security,Database Administration,ML/AI Engineer,Gaming"
291,0,4,2.75,National University (NU),2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,0,2,"Job Environment,Salary,flaxible Work Life Balanced","Software Development,Data Analysis,UI/UX Designing"
292,0,4,3.28,"Islamic University, Bangladesh (IU)",2,3,3,3,2,2,2,1,1,1,1,3,2,1,1,0,0,3,"Job Environment,Salary","Networking,Cyber Security"
293,0,3,3.79,United International University (UIU),2,2,2,1,2,2,2,1,2,2,1,2,2,0,2,1,1,2,Social Acceptance,"Software Development,ML/AI Engineer,Teaching,Researcher"
294,0,4,3.76,"Islamic University, Bangladesh (IU)",2,2,2,3,1,2,2,2,1,1,2,1,1,1,1,1,1,2,Job Security,"Teaching,BCS,Govt Job"
295,0,4,3.29,"Islamic University, Bangladesh (IU)",2,3,2,2,1,2,3,2,2,3,3,3,2,2,3,0,0,1,Salary,"Cyber Security,Hardware Sector"
296,0,4,2.9,"Islamic University, Bangladesh (IU)",1,2,1,2,1,1,1,3,1,3,3,3,3,1,0,1,1,1,"Job Environment,Salary","Networking,Cyber Security"
297,0,4,3.41,"Islamic University, Bangladesh (IU)",2,2,2,2,2,3,2,3,2,0,1,2,1,3,1,2,1,2,Job Environment,"Data Analysis,ML/AI Engineer"
298,0,4,3.09,"Islamic University, Bangladesh (IU)",3,3,3,3,3,3,2,1,3,2,3,3,1,1,1,1,1,5,Job Environment,"Software Development,Networking"
299,0,4,3.5,University of Dhaka (DU),2,3,2,2,2,2,2,3,2,3,3,2,1,2,2,1,0,4,Salary,"Data Analysis,Hardware Sector"
300,1,4,3.81,"Islamic University, Bangladesh (IU)",2,2,2,3,2,3,1,2,1,1,2,2,1,2,1,3,4,1,flaxible Work Life Balanced,"Researcher,Abroad"
301,1,4,3.0,University of Rajshahi (RU),2,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,0,2,Job Security,"Bank Job,BCS,Govt Job"
302,0,4,3.78,Bangladesh Agricultural University (BAU),2,2,3,3,2,3,2,3,2,2,3,3,2,2,2,3,5,3,"Social Acceptance,Job Environment,Salary","Teaching,Researcher,Abroad"
303,1,4,3.33,Bangladesh University of Engineering & Technology (BUET),2,3,3,3,2,3,2,2,3,1,1,2,1,1,1,1,0,3,"Job Environment,Salary","Software Development,UI/UX Designing"
304,0,4,2.85,University of Chittagong (CU),1,2,3,2,2,2,2,1,1,2,1,2,2,1,1,1,0,1,"Social Acceptance,Job Security","BCS,Govt Job"
305,0,4,3.0,Jahangirnagar University (JU),2,2,3,3,1,2,1,1,2,2,2,1,1,1,0,0,0,2,flaxible Work Life Balanced,Business
306,0,4,3.15,Jahangirnagar University (JU),2,2,3,3,3,3,2,1,3,1,3,2,2,1,1,1,0,3,Salary,Software Development
307,0,4,3.36,Jahangirnagar University (JU),1,2,1,2,2,2,1,1,2,3,3,3,3,0,0,1,0,1,Job Security,"Networking,Cyber Security"
308,0,4,3.25,"Islamic University, Bangladesh (IU)",3,2,3,3,1,2,2,1,1,2,2,2,1,0,0,0,0,3,flaxible Work Life Balanced,"Management,Business"
309,0,4,3.75,Jahangirnagar University (JU),2,2,3,3,1,1,2,0,1,1,2,2,2,2,2,1,2,2,flaxible Work Life Balanced,"Teaching,Bank Job,BCS,Govt Job"
310,0,1,3.42,Hajee Mohammad Danesh Science & Technology University (HMDSTU),2,3,3,3,1,3,2,0,2,1,1,1,1,0,1,1,0,1,Job Environment,"Data Analysis,ML/AI Engineer"
311,0,4,3.6,University of Chittagong (CU),2,3,3,3,2,3,3,2,2,2,2,1,1,1,1,0,0,3,"Job Environment,Salary",Database Administration
312,0,4,3.85,"Islamic University, Bangladesh (IU)",3,3,2,3,3,3,2,3,1,2,2,1,1,2,1,3,2,4,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
313,1,4,3.41,Bangabandhu Sheikh Mujib Medical University (BSMMU),2,2,2,3,2,2,1,2,2,2,3,3,3,2,2,0,0,3,"Job Environment,Salary","Networking,Cyber Security"
314,0,4,3.28,Dhaka University of Engineering & Technology (DUET),1,2,2,2,3,3,3,2,2,3,2,2,2,2,1,1,1,1,Job Environment,"Database Administration,Data Analysis"
315,0,4,3.48,Patuakhali Science And Technology University (PSTU),2,3,3,3,0,3,2,3,3,1,3,1,1,2,1,1,1,5,Job Environment,"Software Development,Data Analysis"
316,0,4,3.11,Jahangirnagar University (JU),3,2,3,2,1,2,2,1,1,1,2,2,1,1,1,1,0,2,"Social Acceptance,Job Security","Bank Job,BCS,Govt Job"
317,0,4,3.76,Patuakhali Science And Technology University (PSTU),2,2,2,3,1,2,2,3,1,2,2,1,1,3,1,3,4,1,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
318,1,4,3.78,Khulna University (KU),3,3,3,3,3,3,3,2,2,2,3,2,1,1,1,2,1,3,"Social Acceptance,flaxible Work Life Balanced",Teaching
319,0,4,3.45,Hajee Mohammad Danesh Science & Technology University (HMDSTU),3,2,3,3,1,2,2,2,1,0,2,1,1,1,1,1,1,0,flaxible Work Life Balanced,"Bank Job,BCS,Govt Job"
320,1,4,3.5,Hajee Mohammad Danesh Science & Technology University (HMDSTU),3,3,2,2,2,3,2,3,2,2,1,2,1,3,2,0,0,6,"Job Environment,Salary","Data Analysis,ML/AI Engineer"
321,1,4,3.33,Hajee Mohammad Danesh Science & Technology University (HMDSTU),3,2,3,2,3,2,2,1,3,2,2,3,2,1,0,1,0,4,"Job Environment,Salary","Networking,Cyber Security"
322,0,4,2.85,National University (NU),2,3,3,2,3,2,2,2,3,1,2,2,2,1,1,2,1,6,Salary,Software Development
323,1,4,3.68,Shahjalal University of Science & Technology (SUST),2,2,3,2,2,2,2,1,1,2,2,2,1,1,1,1,0,2,"Social Acceptance,flaxible Work Life Balanced","Bank Job,BCS,Business,Govt Job"
324,0,4,3.92,Jagannath University (JnU),2,3,2,3,1,2,2,2,1,2,1,1,1,2,1,3,3,1,flaxible Work Life Balanced,"Researcher,Abroad"
325,1,4,3.0,University of Dhaka (DU),2,2,3,2,1,2,0,1,2,1,1,1,1,1,1,1,0,4,Salary,UI/UX Designing
326,0,4,3.23,University of Barishal (BU),3,3,3,3,1,1,1,1,1,2,2,1,2,1,1,1,0,1,flaxible Work Life Balanced,"Management,Business"
327,0,4,3.08,Bangladesh University of Engineering & Technology (BUET),2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,0,2,Job Environment,Management
328,0,4,3.47,BRAC University (BRACU),2,3,2,3,3,3,3,3,3,1,3,2,2,2,1,1,1,5,"Job Environment,Salary","Software Development,ML/AI Engineer"
329,0,4,3.95,BRAC University (BRACU),2,2,2,3,2,2,2,2,1,2,2,1,1,2,1,3,5,2,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
330,0,4,2.91,Patuakhali Science And Technology University (PSTU),1,2,3,3,2,2,2,2,2,1,2,1,1,1,1,1,0,2,flaxible Work Life Balanced,"Management,Business"
331,0,4,3.5,BRAC University (BRACU),2,2,2,3,1,2,3,2,1,1,2,2,2,1,0,1,0,2,"Job Environment,Salary","Cyber Security,Database Administration"
332,0,4,3.0,Bangladesh Open University (BOU),1,2,2,3,1,2,2,1,2,1,0,2,1,1,1,2,1,2,flaxible Work Life Balanced,Business
333,0,4,3.02,Khulna University of Engineering & Technology (KUET),2,3,2,3,3,3,2,2,3,2,3,2,2,2,1,1,0,6,Job Environment,Software Development
334,0,4,3.61,Bangladesh University of Engineering & Technology (BUET),2,2,2,2,2,2,3,3,2,1,1,2,2,3,1,1,0,2,"Job Environment,Salary","Data Analysis,ML/AI Engineer"
335,0,4,2.98,University of Rajshahi (RU),3,2,3,3,2,2,1,2,1,3,3,2,1,2,3,0,0,3,"Job Environment,Salary","Hardware Sector,Gaming"
336,0,4,3.55,Chittagong University of Engineering & Technology (CUET),2,3,2,3,3,3,3,2,3,2,3,3,3,1,1,1,0,3,"Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security,Database Administration"
337,0,1,3.66,Northern University Bangladesh (NUB),3,2,3,3,1,1,2,0,2,1,1,1,1,0,1,0,0,1,"Salary,flaxible Work Life Balanced","Teaching,Govt Job"
338,1,4,3.9,Chittagong University of Engineering & Technology (CUET),3,3,3,3,2,2,2,2,2,1,2,2,1,2,1,2,2,2,"Salary,flaxible Work Life Balanced","Teaching,Researcher"
339,1,4,3.85,Rajshahi University of Engineering & Technology (RUET),3,3,3,3,2,3,1,3,2,1,3,2,2,2,2,2,2,2,"Salary,flaxible Work Life Balanced","Researcher,Abroad"
340,0,4,3.15,University of Rajshahi (RU),1,3,2,2,2,2,3,3,2,1,3,2,2,3,2,1,0,4,"Job Environment,flaxible Work Life Balanced","Database Administration,Data Analysis,ML/AI Engineer"
341,1,4,3.94,Jatiya Kabi Kazi Nazrul Islam University (JKKNIU),3,3,3,3,2,2,2,3,2,2,2,0,1,2,0,3,5,3,Salary,"Researcher,Abroad"
